Product Card Id,Order Item Quantity,distance_km,political_risk,weather_risk,transport_risk,month,season,is_international,stockout_risk,overstock_risk,Late_delivery_risk,resilience_score
1360,1,14487.917292810935,0.4,0.6,0.2,1,0,1,0,1,1,43.341388471459375
1360,1,12145.120486935271,0.375,0.6,0.2,1,0,1,0,1,1,45.40325300870982
1360,1,4638.745160683223,0.42500000000000004,0.6,0.2,1,0,1,0,1,1,49.40750322621118
1360,1,1555.3144986951197,0.30000000000000004,0.6,0.2,1,0,1,0,1,1,53.963123667536586
1360,1,10295.072095031137,0.275,0.6,0.1,1,0,1,0,1,1,48.63661860331258
1360,1,6658.27215672006,0.30000000000000004,0.6,0.1,1,0,1,0,1,0,80.56115189551996
1360,1,1918.3696991872046,0.4,0.6,0.1,1,0,1,0,1,1,51.72108686720853
1360,1,7478.135960657925,0.375,0.6,0.1,1,0,1,0,1,1,48.51457602622805
1360,1,612.388964616754,0.45,0.6,0.4,1,0,1,0,1,0,81.59174069025549
1360,1,13648.873990973852,0.425,0.6,0.4,1,0,1,0,1,0,73.4007506726841
1360,1,3955.821725840252,0.30000000000000004,0.6,0.4,1,0,1,0,1,0,82.3627855161065
1360,1,9971.582036874332,0.4,0.6,0.4,1,0,1,0,1,1,46.35227864208378
1360,1,4744.495033732223,0.42500000000000004,0.6,0.3,1,0,1,0,1,1,49.33700331084518
1360,1,7849.013515549381,0.4,0.6,0.4,1,0,1,0,1,0,77.76732432296708
365,2,8245.983162214867,0.4,0.6,0.3,2,0,1,0,1,1,47.502677891856756
627,2,2854.3313873303528,0.375,0.35,0.3,10,3,1,0,1,0,85.34711240844643
502,2,14546.810953691922,0.275,0.3,0.3,3,1,1,0,1,1,50.30212603087205
627,2,11649.479068080607,0.375,0.35,0.3,10,3,1,0,1,0,79.48368062127959
502,2,14098.534229306419,0.375,0.35,0.3,11,3,1,0,1,1,47.85097718046239
502,2,13432.927521371968,0.375,0.6,0.3,12,0,1,0,1,1,44.54471498575202
502,2,9008.709684285168,0.4,0.35,0.3,10,3,1,0,1,1,50.744193543809885
278,2,13835.926101844441,0.375,0.4,0.3,6,2,1,0,1,0,77.27604926543704
249,2,1418.5382805736006,0.375,0.4,0.3,8,2,1,0,1,1,55.55430781295093
365,2,3020.1446500452635,0.375,0.3,0.3,4,1,1,0,1,1,55.986570233303155
365,2,773.8866047670172,0.375,0.3,0.3,5,1,1,0,1,1,57.48407559682199
191,3,4947.421928372639,0.375,0.35,0.3,10,3,1,0,1,0,83.95171871441823
627,3,5891.291616373282,0.375,0.35,0.3,11,3,1,0,1,1,53.322472255751144
917,3,4143.100573431049,0.375,0.35,0.3,11,3,1,0,1,1,54.48793295104597
828,3,12448.188886363747,0.375,0.6,0.3,12,0,1,0,1,1,45.201207409090834
191,3,5415.6245677344805,0.375,0.4,0.3,7,2,1,0,1,1,52.88958362151035
191,3,4285.924194341973,0.375,0.4,0.3,7,2,1,0,1,0,83.64271720377202
191,3,8186.171639057902,0.375,0.4,0.3,8,2,1,0,1,1,51.04255224062806
365,3,2199.7709521239635,0.375,0.35,0.3,9,3,1,0,1,1,55.783486031917356
365,3,12052.735013235191,0.375,0.4,0.3,7,2,1,0,1,0,78.46484332450987
365,3,1210.8045908285853,0.375,0.35,0.3,9,3,1,0,1,1,56.44279693944761
365,3,14804.615355347707,0.375,0.4,0.3,8,2,1,0,1,1,46.630256429768195
502,3,11606.447062520196,0.375,0.4,0.3,7,2,1,0,1,0,78.76236862498654
627,3,3060.863654859169,0.375,0.4,0.3,8,2,1,0,1,1,54.45942423009389
502,3,182.27954514167575,0.375,0.35,0.3,9,3,1,0,1,1,57.12848030323888
917,3,12250.37528397703,0.375,0.4,0.3,7,2,1,0,1,1,48.33308314401531
191,3,10632.174423329496,0.375,0.3,0.3,3,1,1,0,1,1,50.911883717780334
365,3,10962.206803810712,0.375,0.3,0.3,4,1,1,0,1,1,50.691862130792856
365,3,11591.928165620591,0.375,0.3,0.3,5,1,1,0,1,1,50.272047889586275
365,3,1203.2653108379463,0.375,0.3,0.3,4,1,1,0,1,1,57.197823126108034
365,3,5441.139355309662,0.375,0.3,0.3,4,1,1,0,1,1,54.372573763126894
365,3,1826.4489869244328,0.375,0.3,0.3,4,1,1,0,1,1,56.78236734205038
365,3,12960.241045546343,0.375,0.4,0.3,6,2,1,0,1,1,47.85983930296911
365,3,9387.142089730612,0.375,0.6,0.3,2,0,1,0,1,1,47.24190527351293
502,3,5030.380570304473,0.375,0.3,0.3,4,1,1,0,1,1,54.64641295313035
627,3,1047.0194192617523,0.375,0.3,0.3,4,1,1,0,1,1,57.3019870538255
502,3,4733.636593563367,0.375,0.3,0.3,4,1,1,0,1,1,54.84424227095776
502,3,4945.231498198531,0.375,0.3,0.3,4,1,1,0,1,1,54.70317900120098
502,3,10971.132057237155,0.375,0.3,0.3,3,1,1,0,1,1,50.685911961841896
502,3,9599.606323192676,0.375,0.3,0.3,3,1,1,0,1,0,81.60026245120488
502,3,13319.469864387265,0.375,0.6,0.3,2,0,1,0,1,1,44.620353423741825
502,3,7136.002384913045,0.375,0.6,0.3,2,0,1,0,1,1,48.742665076724634
502,3,1881.9542644806954,0.375,0.6,0.3,2,0,1,0,1,1,52.24536382367954
627,3,10727.347329622626,0.375,0.6,0.3,1,0,1,0,1,1,46.34843511358491
502,5,11435.697224391772,0.375,0.3,0.4,3,1,1,0,1,1,50.37620185040549
627,5,8463.030243785493,0.375,0.6,0.4,2,0,1,0,1,1,47.857979837476336
627,5,11587.410981322959,0.375,0.3,0.4,4,1,1,0,1,0,80.2750593457847
502,5,7457.554385829422,0.375,0.3,0.4,4,1,1,0,1,0,83.02829707611372
502,5,7888.719157791711,0.375,0.3,0.4,4,1,1,0,1,1,52.740853894805525
642,5,6470.361173542389,0.375,0.6,0.4,1,0,1,0,1,0,79.18642588430508
627,5,478.7449884870183,0.375,0.3,0.4,3,1,1,0,1,0,87.68083667434199
502,5,1707.5822622002363,0.375,0.3,0.4,3,1,1,0,1,1,56.861611825199844
502,5,568.2948667323403,0.375,0.6,0.4,2,0,1,0,1,0,83.12113675551177
627,5,9582.515127830327,0.375,0.3,0.4,4,1,1,0,1,0,81.61165658144645
502,5,4783.904118037268,0.375,0.6,0.4,2,0,1,0,1,0,80.31073058797516
502,5,7677.703298354071,0.375,0.3,0.4,5,1,1,0,1,0,82.88153113443062
627,5,13622.740461498786,0.375,0.6,0.4,2,0,1,0,1,0,74.41817302566747
502,5,3814.4542143182366,0.375,0.3,0.4,5,1,1,0,1,0,85.45703052378784
627,5,6214.705553230883,0.375,0.6,0.4,1,0,1,0,1,0,79.35686296451274
502,5,11357.711964291426,0.375,0.3,0.4,4,1,1,0,1,1,50.428192023805714
502,5,3509.0926658251747,0.375,0.3,0.4,3,1,1,0,1,1,55.660604889449885
502,5,1247.0006564490157,0.375,0.3,0.4,4,1,1,0,1,0,87.16866622903399
502,5,4417.296648415144,0.375,0.3,0.4,3,1,1,0,1,1,55.05513556772324
627,5,2502.197180084666,0.375,0.4,0.4,6,2,1,0,1,0,84.83186854661022
502,5,13952.495019904338,0.375,0.3,0.4,5,1,1,0,1,0,78.6983366533971
502,5,12140.993655509812,0.375,0.6,0.4,2,0,1,0,1,1,45.40600422966013
502,5,9537.71597200531,0.375,0.3,0.4,5,1,1,0,1,0,81.64152268532979
818,5,13084.762793796994,0.375,0.3,0.4,3,1,1,0,1,1,49.27682480413534
825,5,12074.713945796806,0.375,0.6,0.4,2,0,1,0,1,0,75.45019070280213
306,5,2879.893877401934,0.375,0.3,0.4,5,1,1,0,1,1,56.08007074839871
977,5,13399.12907750067,0.375,0.3,0.4,4,1,1,0,1,0,79.06724728166623
44,5,8136.199404543196,0.375,0.3,0.4,4,1,1,0,1,0,82.57586706363787
191,5,12130.858311944532,0.375,0.3,0.4,4,1,1,0,1,1,49.91276112537031
191,5,13451.760368860048,0.375,0.6,0.4,2,0,1,0,1,0,74.5321597540933
191,5,4838.251777080772,0.375,0.6,0.4,2,0,1,0,1,1,50.274498815279486
191,5,1739.7736754623836,0.375,0.3,0.4,5,1,1,0,1,0,86.84015088302507
191,5,3496.233921874931,0.375,0.3,0.4,3,1,1,0,1,1,55.66917738541671
191,5,6463.906050531219,0.375,0.3,0.4,5,1,1,0,1,0,83.69072929964585
191,5,12288.420012245148,0.375,0.3,0.4,4,1,1,0,1,1,49.80771999183657
191,5,12924.885690519517,0.375,0.3,0.4,4,1,1,0,1,1,49.383409539653655
191,5,203.58674491474147,0.375,0.3,0.4,5,1,1,0,1,0,87.86427550339018
251,5,7710.134808405729,0.375,0.4,0.4,6,2,1,0,1,0,81.35991012772952
365,5,6319.423946916807,0.375,0.3,0.4,3,1,1,0,1,0,83.78705070205547
365,5,3409.4063760138806,0.375,0.6,0.4,2,0,1,0,1,0,81.22706241599074
365,5,1885.9939732718738,0.375,0.6,0.4,1,0,1,0,1,1,52.24267068448542
365,5,5130.466053914057,0.375,0.6,0.4,2,0,1,0,1,0,80.07968929739063
365,5,14149.354588296535,0.375,0.3,0.4,5,1,1,0,1,1,48.567096941135645
365,5,4915.723687109253,0.375,0.6,0.4,2,0,1,0,1,1,50.2228508752605
365,5,7829.980263976155,0.375,0.6,0.4,1,0,1,0,1,1,48.28001315734923
191,1,10574.98248753815,0.375,0.6,0.3,1,0,1,0,1,1,46.45001167497457
403,1,5518.0810754514805,0.375,0.35,0.3,10,3,1,0,1,1,53.57127928303235
403,1,14579.553032542313,0.375,0.35,0.3,9,3,1,0,1,1,47.53029797830513
403,1,14440.464694637458,0.375,0.4,0.3,8,2,1,0,1,1,46.87302353690836
365,1,3851.5562077979257,0.375,0.35,0.3,10,3,1,0,1,1,54.68229586146805
403,1,7509.002737796543,0.375,0.35,0.3,10,3,1,0,1,1,52.24399817480231
957,1,4583.086816269868,0.375,0.35,0.3,11,3,1,0,1,1,54.19460878915342
957,1,4344.123366224268,0.375,0.4,0.3,8,2,1,0,1,1,53.60391775585049
1352,1,649.6155155825387,0.375,0.35,0.3,11,3,1,0,1,1,56.81692298961164
1349,1,9182.508576300463,0.375,0.35,0.3,10,3,1,0,1,1,51.12832761579969
1352,1,7589.9174461100365,0.375,0.35,0.3,11,3,1,0,1,1,52.19005503592664
1349,1,867.0333936248413,0.375,0.35,0.3,10,3,1,0,1,1,56.67197773758344
1352,1,4251.832317125511,0.375,0.35,0.3,11,3,1,0,1,1,54.41544512191633
1349,1,13633.16170090314,0.375,0.35,0.3,10,3,1,0,1,1,48.16122553273124
1352,1,3669.472170937889,0.375,0.35,0.3,11,3,1,0,1,1,54.80368521937474
1351,1,2258.933594159224,0.375,0.35,0.3,10,3,1,0,1,1,55.744044270560515
1349,1,7392.846128135689,0.375,0.35,0.3,10,3,1,0,1,0,82.32143591457621
1349,1,14786.19176624795,0.375,0.35,0.3,10,3,1,0,1,1,47.392538822501365
1351,1,3706.6235455213564,0.375,0.35,0.3,10,3,1,0,1,1,54.77891763631909
1349,1,10114.81965634759,0.375,0.35,0.3,10,3,1,0,1,1,50.50678689576827
1352,1,11448.132268397892,0.375,0.35,0.3,11,3,1,0,1,0,79.61791182106808
1349,1,3640.799405486755,0.375,0.35,0.3,10,3,1,0,1,1,54.82280039634216
1352,1,10950.423594316708,0.375,0.35,0.3,11,3,1,0,1,1,49.94971760378886
1351,1,5579.968677516873,0.375,0.35,0.3,10,3,1,0,1,1,53.53002088165542
1349,1,9521.356875844334,0.375,0.35,0.3,10,3,1,0,1,0,80.9024287494371
1352,1,9539.592690337331,0.375,0.35,0.3,11,3,1,0,1,1,50.890271539775114
1349,1,8083.042792713902,0.375,0.35,0.3,10,3,1,0,1,1,51.8613048048574
1352,1,1445.3175738106836,0.375,0.35,0.3,11,3,1,0,1,1,56.28645495079288
1349,1,12546.007184279646,0.375,0.35,0.3,10,3,1,0,1,1,48.88599521048023
1352,1,4879.622968078864,0.375,0.35,0.3,11,3,1,0,1,1,53.996918021280756
1352,1,2879.125804957828,0.375,0.35,0.3,11,3,1,0,1,1,55.330582796694785
1352,1,707.5496091659824,0.375,0.35,0.3,11,3,1,0,1,1,56.77830026055601
1349,1,8904.304853504804,0.375,0.35,0.3,10,3,1,0,1,1,51.31379676433013
1349,1,10195.708991450008,0.375,0.35,0.3,10,3,1,0,1,1,50.45286067236666
1352,1,347.15865102505666,0.375,0.35,0.3,11,3,1,0,1,1,57.018560899316626
1351,1,7730.186568659286,0.375,0.35,0.3,10,3,1,0,1,1,52.096542287560474
1349,1,3474.7870504492757,0.375,0.35,0.3,10,3,1,0,1,0,84.93347529970049
60,1,9713.074577100802,0.375,0.35,0.3,10,3,1,0,1,1,50.774616948599466
24,1,2698.0597921743724,0.375,0.35,0.3,9,3,1,0,1,1,55.45129347188375
44,1,10394.972297726743,0.375,0.35,0.3,9,3,1,0,1,1,50.32001846818217
278,1,5862.356659878007,0.375,0.35,0.3,10,3,1,0,1,1,53.341762226747996
191,1,14057.276832177344,0.375,0.4,0.3,8,2,1,0,1,1,47.12848211188177
191,1,2149.0620677752995,0.375,0.4,0.3,8,2,1,0,1,1,55.06729195481647
278,1,5181.888630648852,0.375,0.35,0.3,9,3,1,0,1,1,53.79540757956743
191,1,1790.7554664847771,0.375,0.35,0.3,10,3,1,0,1,1,56.05616302234348
191,1,13877.934912350585,0.375,0.4,0.3,7,2,1,0,1,1,47.248043391766274
278,3,13172.356365376618,0.4,0.3,0.4,5,1,1,0,1,0,78.71842908974892
191,3,3943.3302529558187,0.4,0.3,0.4,4,1,1,0,1,0,84.87111316469613
191,3,9933.762285909268,0.4,0.4,0.4,8,2,1,0,1,0,79.37749180939382
191,3,12276.610782998116,0.4,0.3,0.4,4,1,1,0,1,0,79.3155928113346
365,3,8372.492092831988,0.4,0.3,0.4,5,1,1,0,1,0,81.91833860477867
365,3,7991.793617504497,0.4,0.3,0.4,5,1,1,0,1,0,82.17213758833033
365,3,3703.59913441673,0.4,0.3,0.4,4,1,1,0,1,0,85.03093391038885
627,3,1487.2312403078984,0.4,0.4,0.4,7,2,1,0,1,0,85.0085125064614
567,3,13468.514793504568,0.4,0.3,0.4,4,1,1,0,1,0,78.52099013766362
502,3,13516.229051733624,0.4,0.6,0.4,12,0,1,0,1,0,73.98918063217758
502,3,9533.211713371693,0.4,0.3,0.4,5,1,1,0,1,0,81.14452552441887
502,3,5151.54388662564,0.4,0.6,0.4,12,0,1,0,1,0,79.56563740891625
627,3,5303.222661728647,0.4,0.4,0.4,8,2,1,0,1,0,82.46451822551424
627,3,10916.739615166567,0.4,0.4,0.4,7,2,1,0,1,0,78.72217358988895
893,3,13466.9428732934,0.4,0.4,0.4,7,2,1,0,1,0,77.02203808447106
924,3,13317.587721550248,0.4,0.4,0.4,7,2,1,0,1,0,77.12160818563316
365,4,11720.145633278595,0.4,0.35,0.4,9,3,1,0,1,0,78.93656957781427
365,4,9666.271527698887,0.4,0.4,0.4,8,2,1,0,1,0,79.55581898153407
502,4,1353.6854784262275,0.4,0.6,0.4,1,0,1,0,1,0,82.09754301438251
627,4,2508.267840009745,0.4,0.6,0.4,1,0,1,0,1,0,81.3278214399935
502,4,13488.45740905348,0.4,0.35,0.4,9,3,1,0,1,0,77.75769506063101
905,4,9135.79298892789,0.4,0.35,0.4,9,3,1,0,1,0,80.65947134071475
191,4,237.03606908778175,0.4,0.35,0.4,9,3,1,0,1,0,86.59197595394149
365,4,1611.9259887038784,0.4,0.35,0.4,10,3,1,0,1,0,85.67538267419741
365,4,9986.17635971003,0.4,0.6,0.4,1,0,1,0,1,1,46.34254909352665
365,4,175.41759930865845,0.4,0.35,0.4,10,3,1,0,1,1,56.63305493379423
365,4,2496.03996612073,0.4,0.35,0.4,9,3,1,0,1,0,85.08597335591952
365,4,8276.133461562134,0.4,0.6,0.4,1,0,1,0,1,1,47.48257769229191
502,4,10409.23844562113,0.4,0.6,0.4,12,0,1,0,1,1,46.060507702919246
502,4,9814.222766588748,0.4,0.4,0.4,8,2,1,0,1,1,49.45718482227417
627,4,3441.6127109623408,0.4,0.35,0.4,9,3,1,0,1,0,84.4555915260251
627,4,10711.470398078285,0.4,0.35,0.4,11,3,1,0,1,1,49.60901973461448
564,4,3635.011403702321,0.4,0.35,0.4,9,3,1,0,1,0,84.32665906419845
502,4,4948.455502573089,0.4,0.35,0.4,11,3,1,0,1,0,83.45102966495128
502,4,11222.72193625856,0.4,0.35,0.4,9,3,1,0,1,0,79.26818537582763
502,4,9779.530195803498,0.4,0.35,0.4,11,3,1,0,1,1,50.23031320279767
885,4,12753.428816363252,0.4,0.6,0.4,12,0,1,0,1,0,74.4977141224245
191,4,9898.432095275117,0.4,0.6,0.4,1,0,1,0,1,1,46.40104526981659
191,4,8567.798189698527,0.4,0.35,0.4,11,3,1,0,1,1,51.038134540200986
191,4,1495.7540406385779,0.4,0.35,0.4,9,3,1,0,1,0,85.75283063957428
191,4,5578.965465585559,0.4,0.35,0.4,11,3,1,0,1,0,83.03068968960963
191,4,4051.515278457709,0.4,0.6,0.4,12,0,1,0,1,1,50.298989814361526
191,4,3735.445686348345,0.4,0.6,0.4,12,0,1,0,1,1,50.50970287576777
191,4,14597.857265811439,0.4,0.35,0.4,11,3,1,0,1,0,77.01809515612571
191,4,5957.15609753473,0.4,0.35,0.4,11,3,1,0,1,0,82.77856260164351
403,1,13391.493672138988,0.4,0.4,0.4,8,2,1,0,1,0,77.07233755190734
403,1,9503.965527359218,0.4,0.35,0.4,9,3,1,0,1,0,80.41402298176052
365,1,11942.688422770561,0.30000000000000004,0.6,0.4,2,0,1,0,1,0,77.03820771815296
403,1,7589.292687267362,0.30000000000000004,0.6,0.4,12,0,1,0,1,0,79.94047154182175
403,1,8695.86788093275,0.4,0.3,0.4,3,1,1,0,1,0,81.70275474604483
403,1,7438.513637901072,0.30000000000000004,0.6,0.4,1,0,1,0,1,1,50.04099090806595
1363,1,3009.120518190863,0.30000000000000004,0.6,0.4,1,0,1,0,1,1,52.993919654539425
403,1,10864.53651739643,0.4,0.6,0.4,1,0,1,0,1,0,75.75697565506904
403,1,4283.508200368751,0.42500000000000004,0.6,0.4,2,0,1,0,1,0,79.64432786642084
403,1,462.3078998286622,0.4,0.35,0.4,11,3,1,0,1,1,56.44179473344756
403,1,9717.5372090168,0.4,0.6,0.4,12,0,1,0,1,1,46.521641860655464
365,1,2738.949123165029,0.4,0.35,0.4,9,3,1,0,1,0,84.92403391788999
403,1,14112.832906858423,0.4,0.35,0.4,9,3,1,0,1,0,77.34144472876105
403,1,14313.535797338553,0.4,0.6,0.4,12,0,1,0,1,0,73.4576428017743
403,1,13731.479414284682,0.4,0.35,0.4,10,3,1,0,1,0,77.59568039047687
1353,1,5615.364633806122,0.4,0.6,0.4,12,0,1,0,1,0,79.25642357746258
403,1,330.3035862801247,0.4,0.6,0.4,2,0,1,0,1,0,82.77979760914658
365,1,13931.946582557108,0.30000000000000004,0.3,0.4,3,1,1,0,1,0,80.2120356116286
403,1,6479.943809927983,0.4,0.3,0.4,3,1,1,0,1,0,83.18003746004801
403,1,14503.156803750677,0.30000000000000004,0.3,0.4,3,1,1,0,1,0,79.83122879749955
403,1,14457.937658629868,0.42500000000000004,0.35,0.4,11,3,1,0,1,1,46.61137489424675
403,1,12809.840886463666,0.4,0.6,0.4,12,0,1,0,1,1,44.46010607569089
403,1,4487.288491836826,0.4,0.6,0.4,12,0,1,0,1,0,80.00847433877544
403,1,5837.956156168686,0.4,0.35,0.4,9,3,1,0,1,0,82.85802922922088
403,1,12781.936405601167,0.4,0.35,0.4,10,3,1,0,1,0,78.22870906293255
403,1,4822.137876828538,0.4,0.35,0.4,9,3,1,0,1,1,53.53524141544764
403,1,2625.441925622778,0.4,0.35,0.4,11,3,1,0,1,0,84.99970538291815
403,1,8396.338810629417,0.4,0.6,0.4,12,0,1,0,1,0,77.40244079291372
403,1,14048.706134995637,0.4,0.6,0.4,1,0,1,0,1,0,73.63419591000292
1363,1,10470.843970457097,0.4,0.6,0.4,12,0,1,0,1,0,76.01943735302861
365,1,8593.911434331538,0.30000000000000004,0.3,0.4,3,1,1,0,1,1,53.770725710445646
403,1,1547.929757184451,0.30000000000000004,0.3,0.4,3,1,1,0,1,0,88.4680468285437
403,1,9263.607677817628,0.30000000000000004,0.6,0.4,2,0,1,0,1,0,78.82426154812158
1363,1,14851.802366553522,0.30000000000000004,0.6,0.4,1,0,1,0,1,0,75.09879842229765
403,1,2187.251827024208,0.42500000000000004,0.6,0.4,12,0,1,0,1,0,81.04183211531719
403,1,7823.111820219678,0.4,0.6,0.4,1,0,1,0,1,1,47.78459211985355
1363,1,13172.858771726536,0.42500000000000004,0.6,0.4,12,0,1,0,1,1,43.71809415218231
1353,1,11137.452404537646,0.45,0.6,0.4,12,0,1,0,1,0,74.57503173030824
403,1,10485.534540829492,0.45,0.6,0.4,1,0,1,0,1,0,75.009643639447
1363,1,10567.012851407928,0.4,0.6,0.4,1,0,1,0,1,0,75.95532476572805
403,1,5456.418153174352,0.4,0.4,0.4,8,2,1,0,1,0,82.36238789788376
403,1,4474.518479540951,0.4,0.35,0.4,11,3,1,0,1,1,53.76698768030603
403,1,12159.481216629852,0.4,0.6,0.4,12,0,1,0,1,0,74.89367918891344
365,1,12170.689580719793,0.4,0.3,0.4,3,1,1,0,1,0,79.3862069461868
1357,1,13019.377546843545,0.4,0.35,0.4,11,3,1,0,1,0,78.07041496877098
502,5,13707.284233091423,0.4,0.6,0.4,12,0,1,0,1,0,73.86181051127238
502,5,7719.001743027973,0.4,0.35,0.4,10,3,1,0,1,0,81.60399883798135
627,5,7572.592790839274,0.4,0.35,0.4,10,3,1,0,1,0,81.70160480610716
627,5,11994.59816660495,0.4,0.35,0.4,11,3,1,0,1,0,78.75360122226337
502,5,9784.4625685887,0.4,0.35,0.4,9,3,1,0,1,1,50.2270249542742
502,5,10559.30647113978,0.4,0.35,0.4,9,3,1,0,1,0,79.71046235257347
502,5,11957.310774597905,0.4,0.35,0.4,11,3,1,0,1,1,48.778459483601395
502,5,13361.079593081738,0.4,0.35,0.4,11,3,1,0,1,0,77.84261360461218
502,5,5136.127837087884,0.4,0.35,0.4,11,3,1,0,1,0,83.32591477527474
502,5,5696.185994335166,0.4,0.6,0.4,12,0,1,0,1,1,49.20254267044322
502,5,1500.3309036289481,0.4,0.35,0.4,10,3,1,0,1,1,55.7497793975807
502,5,8716.374100842992,0.4,0.35,0.4,10,3,1,0,1,0,80.93908393277134
627,5,635.539879571457,0.4,0.35,0.4,10,3,1,0,1,1,56.32630674695236
502,5,7037.410470173656,0.4,0.6,0.4,12,0,1,0,1,1,48.30839301988423
906,5,8185.405057142892,0.4,0.35,0.4,9,3,1,0,1,1,51.29306329523807
885,5,4369.464656711438,0.4,0.35,0.4,10,3,1,0,1,1,53.83702356219237
886,5,8903.415582478261,0.4,0.35,0.4,10,3,1,0,1,0,80.81438961168116
926,5,554.4537240918364,0.4,0.35,0.4,10,3,1,0,1,1,56.380364183938774
924,5,656.4880123632948,0.4,0.35,0.4,10,3,1,0,1,1,56.31234132509114
825,5,12356.748353828909,0.4,0.6,0.4,12,0,1,0,1,0,74.76216776411405
977,5,5466.840557027817,0.4,0.35,0.4,9,3,1,0,1,0,83.10543962864813
116,5,1993.2016385130833,0.4,0.6,0.4,12,0,1,0,1,0,81.67119890765794
191,5,7881.424574816585,0.4,0.35,0.4,10,3,1,0,1,0,81.49571695012227
365,5,11572.903941169301,0.4,0.4,0.4,8,2,1,0,1,0,78.28473070588713
627,5,3315.733309702963,0.4,0.35,0.4,10,3,1,0,1,0,84.5395111268647
502,5,9381.068089703103,0.4,0.4,0.4,8,2,1,0,1,1,49.7459546068646
818,5,1371.677228407143,0.4,0.6,0.4,12,0,1,0,1,1,52.085548514395235
44,5,870.0576454122547,0.4,0.35,0.4,10,3,1,0,1,1,56.16996156972516
235,5,8017.184010365405,0.4,0.35,0.4,9,3,1,0,1,1,51.4052106597564
191,5,8155.4633119905875,0.4,0.4,0.4,8,2,1,0,1,0,80.56302445867294
273,5,9597.705532323278,0.4,0.4,0.4,8,2,1,0,1,0,79.60152964511781
191,5,10918.760872467657,0.4,0.4,0.4,8,2,1,0,1,1,48.720826085021564
191,5,14640.195983991765,0.4,0.4,0.4,7,2,1,0,1,0,76.23986934400548
191,5,7792.87518968781,0.4,0.35,0.4,9,3,1,0,1,0,81.55474987354145
191,5,4912.051446824565,0.4,0.4,0.4,6,2,1,0,1,0,82.72529903545029
